primary_label,secondary_labels,type,filename,collection,rating,url,latitude,longitude,scientific_name,common_name,author,license,class_name,rms_reduced,rms_compressed,frequency_reduced,frequency_compressed,spectral_centroid_reduced,spectral_centroid_compressed,snr_reduced,snr_compressed,high_hnr_reduced,low_hnr_reduced,high_hnr_compressed,low_hnr_compressed,tonnetz_reduced,tonnetz_compressed,mfcc_reduced,mfcc_compressed,roll_off_reduced,roll_off_compressed,flatness_reduced,flatness_compressed,contrast_reduced,contrast_compressed
roahaw,[''],"['alarm call', 'call']",roahaw/XC127122.ogg,XC,5.0,https://xeno-canto.org/127122,-12.6119,-69.1952,Rupornis magnirostris,Roadside Hawk,Martin St-Michel,cc-by-nc-sa 3.0,Aves,0.00651439,0.0062062247,3761.506991914981,5775.821575807135,4813.506276045969,6194.086477263212,-2.0120974,-2.481284,-47.333683,-24.55042,-47.278244,-24.306908,-0.0006438922489669068,-0.003131785616520786,-31.810574,-31.79941,7798.029548891129,8381.52518199844,0.0917475,0.06387605,24.12020183582378,24.429949078192834
whmtyr1,[''],['call'],whmtyr1/XC940071.ogg,XC,5.0,https://xeno-canto.org/940071,-16.5631,-49.285,Arundinicola leucocephala,White-headed Marsh Tyrant,JAYRSON ARAUJO DE OLIVEIRA,cc-by-nc-sa 4.0,Aves,0.0076118414,0.00048462723,5654.531246967193,3848.4842497012096,1797.687506069139,5399.341919979041,-5.4604177,-29.726221,-14.227112,5.282672,-22.81231,-7.2180696,0.004493113974497866,0.005070900564436959,-15.407215,-28.960947,4414.760222509008,8831.167663438886,0.0019365837,0.15490471,19.960259092714516,19.442201286103273
speowl1,[''],['song'],speowl1/XC199168.ogg,XC,5.0,https://xeno-canto.org/199168,-4.272,-80.329,Pulsatrix perspicillata,Spectacled Owl,Leonardo Ordóñez-Delgado,cc-by-nc-sa 4.0,Aves,0.001580918,0.0005318327,399.6909994816165,2559.8832868803242,2888.359972507457,5576.617469009103,-7.7963867,-20.310392,-26.862019,-6.1353436,-26.702343,-4.273494,-0.0021260875782218467,-0.0064822591735172975,-21.921993,-34.738518,6638.960729020365,9145.844946014748,0.06817328,0.2937933,18.86802175087941,18.95076520144721
linwoo1,[''],[''],linwoo1/iNat64560.ogg,iNat,0.0,https://static.inaturalist.org/sounds/64560.mp3,14.9382,-88.0254,Dryocopus lineatus,Lineated Woodpecker,Francisco Dubón,cc-by-nc 4.0,Aves,0.00739709,0.0031458319,3199.3497469766744,4272.831022014994,3288.415021074384,4913.295493997955,-4.6469965,-14.271518,-21.900942,5.232887,-25.816862,1.547112,0.00010936381384759561,-0.007846494414687712,-13.973194,-26.895388,5216.6876220703125,6524.425964355469,0.01572476,0.023410017,20.02401858040522,20.155114640444413
grysee1,"['cotfly1', 'grekis']",['call'],grysee1/XC65956.ogg,XC,3.5,https://xeno-canto.org/65956,8.9498,-68.0831,Sporophila intermedia,Gray Seedeater,Daniel Lane,cc-by-nc-sa 3.0,Aves,0.00166697,0.0014869694,962.7355407172748,1948.5694504693959,3450.629149579354,5238.844905860825,-3.2819617,-1.5345801,-46.560074,-20.130003,-53.744843,-25.447475,0.0009091336440620472,0.0010962990086330242,-25.97819,-31.696325,6547.546764812639,8403.7326941026,0.11627551,0.23704621,19.726475825977474,19.62827735412573
grekis,[''],"['song', 'couple song']",grekis/XC419599.ogg,XC,2.0,https://xeno-canto.org/419599,-16.4525,-39.2554,Pitangus sulphuratus,Great Kiskadee,Fernando Igor de Godoy,cc-by-nc-sa 4.0,Aves,0.0078961905,0.006795149,2768.249660126974,3272.3271280766016,3704.3958484655136,4742.494771941527,-3.2161336,-4.9977427,-20.830921,-7.8743815,-36.814686,-17.935751,0.01163489810204383,-0.00014270967883991717,-23.16111,-28.969622,5528.454963875348,6676.552571161212,0.030753631,0.040385485,22.607454874750353,22.709848390671613
cinbec1,[''],['song'],cinbec1/XC166428.ogg,XC,4.0,https://xeno-canto.org/166428,9.832,-83.5639,Pachyramphus cinnamomeus,Cinnamon Becard,Mike Nelson,cc-by-nc-sa 3.0,Aves,0.010050722,0.011577356,3211.8201785313186,4490.192773015485,4447.672428579577,5572.19093414384,-3.6700153,-2.0299926,-15.231287,-4.1994796,-16.01249,-4.629021,-0.00172729789727015,0.009034245867824784,-18.107624,-30.011356,6807.195591822462,7610.647356458106,0.07043693,0.058594383,21.953873702843413,22.067705611087902
strfly1,[''],['song'],strfly1/XC613966.ogg,XC,5.0,https://xeno-canto.org/613966,-14.625,-49.0051,Myiodynastes maculatus,Streaked Flycatcher,JAYRSON ARAUJO DE OLIVEIRA,cc-by-nc-sa 4.0,Aves,0.015563017,0.0020926378,6288.381531576427,4020.700577348532,1421.4196956586757,4523.807012864378,-8.02129,-25.857668,11.092552,16.8383,-13.346667,-11.058822,0.0008948215783623275,0.00013274260527571552,-15.069536,-29.38543,2593.6976207386365,7146.315474076705,0.00088416354,0.033242643,23.011268586791303,22.585135648708377
thlsch3,[''],['begging call'],thlsch3/XC550467.ogg,XC,5.0,https://xeno-canto.org/550467,-9.2119,-35.8731,Schiffornis turdina,Brown-winged Schiffornis,Dante Buzzetti,cc-by-nc-sa 4.0,Aves,0.0030020154,0.0023275372,2025.1796516294335,5092.384475478965,4507.256368332723,5815.11937495108,-3.253652,-5.582754,-5.284526,8.910366,-5.339641,8.647751,-0.0085787780713912,-0.006735688478016949,-33.239616,-34.48046,7513.396460772281,8735.893650573546,0.20659643,0.16495772,21.988029570817716,22.53006664420013
strher,[''],"['flight call', 'nocturnal flight call']",strher/XC837495.ogg,XC,4.0,https://xeno-canto.org/837495,31.2164,121.9213,Butorides striata,Striated Heron,Ray Tsu 诸仁,cc-by-nc-sa 4.0,Aves,0.0003560529,0.00024221299,222.12402835732755,7413.16476536793,4003.504437855408,6289.0176658947585,-1.1359462,-5.31961,-50.151173,-30.920183,-42.16766,-28.468414,0.00038939291461495106,0.0010716845013917945,-31.440647,-37.30021,8138.697720672448,9187.297069289922,0.18389145,0.26119018,18.582268154708732,18.716908260330303
littin1,[''],['song'],littin1/XC171048.ogg,XC,5.0,https://xeno-canto.org/171048,-2.6007,-59.9242,Crypturellus soui,Little Tinamou,Bruno Lima,cc-by-nc-sa 3.0,Aves,0.016559247,0.015184932,3855.2599166814534,3816.5439641380126,4596.822291764267,6042.30566247599,-8.944876,-12.121479,-10.209127,-3.118738,-14.560422,1.2016103,0.006189862650888414,0.034809629721886885,-6.340885,-19.455004,7171.625082001431,7838.209219197281,0.006264439,0.008746854,25.14050473239167,24.795029274912817
bobfly1,[''],[''],bobfly1/iNat389346.ogg,iNat,0.0,https://static.inaturalist.org/sounds/389346.mp3,15.7559,-96.161,Megarynchus pitangua,Boat-billed Flycatcher,Carlos Domínguez-Rodríguez,cc-by-nc 4.0,Aves,0.0035369191,0.0022537557,1800.7800742886102,2871.6789308870116,2747.782039781571,4993.300374375797,-8.414687,-9.369363,-32.212906,-8.1508255,-40.179436,-19.928167,-0.004773237381658135,-0.0030986178708676793,-12.156919,-24.535664,5550.996208190918,7649.418067932129,0.046570946,0.19882803,19.030836417459483,18.658963920571047
grysee1,[''],['song'],grysee1/XC389678.ogg,XC,3.0,https://xeno-canto.org/389678,7.8151,-75.5489,Sporophila intermedia,Gray Seedeater,Andres Angulo,cc-by-nc-sa 4.0,Aves,0.0044324594,0.0026616573,2600.5621554948684,4345.604979691193,3033.571198616563,5370.647788823383,-9.165041,-12.095714,-16.392868,-3.7182117,-35.2725,-13.408876,-0.009702291635051699,-0.0029399680068485632,-11.895126,-24.803135,6249.378386954759,7962.610733185878,0.016485319,0.06862761,22.04925502860797,21.69064397250882
banana,[''],['song'],banana/XC890924.ogg,XC,4.0,https://xeno-canto.org/890924,-23.5481,-45.2976,Coereba flaveola,Bananaquit,Dante Buzzetti,cc-by-nc-sa 4.0,Aves,0.0035339836,0.0048052045,5179.379062970422,5679.176751985757,5739.401865615441,6456.353394209181,-3.445642,-0.55904526,-41.164967,-20.162306,-42.97608,-20.353186,0.0008897763379051547,0.0045501528634209485,-31.481441,-38.93632,7922.3388671875,8420.994215745191,0.12772304,0.06127715,21.114461261937105,21.677551939080395
yeofly1,[''],['song'],yeofly1/XC320037.ogg,XC,4.0,https://xeno-canto.org/320037,-3.4458,-72.8503,Tolmomyias sulphurescens,Yellow-olive Flycatcher,Jacob Socolar,cc-by-nc-sa 4.0,Aves,0.0088108415,0.011858259,3119.4053385118095,3487.647008879127,5038.414019964879,5668.7307856950265,-5.31657,-2.1428945,-22.985176,-8.3386,-27.336042,-11.013337,0.013240982626958919,0.00038236286508443055,-17.141039,-29.858624,6675.486961570946,6888.297086148648,0.0036935275,0.001889741,25.0619033070092,25.172907000122507
bkmtou1,[''],['song'],bkmtou1/XC425547.ogg,XC,5.0,https://xeno-canto.org/425547,5.9002,-74.8485,Ramphastos ambiguus,Yellow-throated Toucan,Jerome Fischer,cc-by-nc-sa 4.0,Aves,0.008350149,0.0062337145,1951.9207986014417,3041.54883820443,4183.201377232078,5481.676994525259,-2.5738292,-5.373313,-39.926933,-21.71738,-41.296307,-23.17078,-0.001222041048264218,0.005880565416147024,-28.775238,-30.283953,7151.002958977231,8120.446036170675,0.080088004,0.073276,24.98566655657377,25.543921022874542
y00678,[''],[''],y00678/iNat1290507.ogg,iNat,0.0,https://static.inaturalist.org/sounds/1290507.m4a,-49.3039,-72.9393,Caracara plancus,Crested Caracara,Unknown,cc-by-nc 4.0,Aves,0.0015739219,9.110738e-05,413.32600968946497,1993.1360814819634,1068.8457847673733,3738.074712843171,-4.1648426,-31.522501,-25.017136,-6.0013313,-27.459337,-8.885888,-0.0039059389997834625,-0.0029054487213689244,-20.24221,-34.524517,2036.3301108328349,7259.842161333732,0.00425484,0.069734395,20.932897919235614,20.760246561883736
trsowl,[''],[''],trsowl/iNat366059.ogg,iNat,0.0,https://static.inaturalist.org/sounds/366059.m4a,-27.0782,-52.6153,Megascops choliba,Tropical Screech-Owl,Eliara Solange Müller,cc-by-nc 4.0,Aves,0.0014607848,0.0024782058,10230.6342073802,11005.335822151763,8463.385092479994,9561.861021266152,-12.206766,-8.088839,-17.976086,1.6106119,-27.036734,2.7455761,0.012956811866174799,0.014174565224811456,-26.543903,-39.282413,10287.147501416775,10323.162620425843,0.013642121,0.01299588,26.86027666364218,26.862292407177403
colcha1,[''],['call'],colcha1/XC388033.ogg,XC,3.0,https://xeno-canto.org/388033,6.8169,-75.3306,Ortalis columbiana,Colombian Chachalaca,Andres Angulo,cc-by-nc-sa 4.0,Aves,0.0037067437,0.0018247176,1754.8606239359597,3188.2611015355856,3324.4983437190153,5431.284257657842,-9.754177,-18.868368,-3.5814884,7.034321,-28.41537,-6.274404,7.680555246015734e-05,-0.0004436150180137655,-11.013034,-23.92802,6551.992115532491,8735.326044529103,0.0618284,0.1917416,18.951986052797494,18.723510106153814
greegr,[''],['call'],greegr/XC397338.ogg,XC,4.0,https://xeno-canto.org/397338,27.8338,-80.708,Ardea alba,Great Egret,Bruce Lagerquist,cc-by-nc-sa 4.0,Aves,0.010861637,0.0043481826,771.6070702222706,2550.4555052247474,2111.033079633978,3554.56773352786,-5.6563616,-13.248293,-24.797482,-5.4855947,-28.489578,-6.5168505,-0.021737114755738404,-0.017677869696476545,-23.216557,-32.32715,4147.014054008152,5885.430112092391,0.00058466644,0.001451754,27.143300111388516,26.897966673692103
yecspi2,[''],['song'],yecspi2/XC169968.ogg,XC,4.0,https://xeno-canto.org/169968,-19.2204,-42.4832,Certhiaxis cinnamomeus,Yellow-chinned Spinetail,Roney Assis Souza,cc-by-nc-sa 3.0,Aves,0.0015405571,0.0017750465,3719.806452040097,4198.600980734899,4703.914948299487,5656.853795834571,-4.390021,-2.9543524,-37.044865,-8.375494,-37.20237,-8.631566,0.004980096391464788,0.010427573717121875,-35.235878,-39.36502,7276.105482801259,8264.528562696718,0.1483188,0.10480518,19.02397151099908,19.43171118907317
pavpig2,[''],['song'],pavpig2/XC461806.ogg,XC,4.0,https://xeno-canto.org/461806,-0.4714,-76.4603,Patagioenas cayennensis,Pale-vented Pigeon,Sue Riffe,cc-by-nc-sa 4.0,Aves,0.0132971825,0.01891508,5705.104851187124,6429.755306613653,5458.5592275402605,6342.654269080952,-11.80106,-8.866917,-31.619022,-4.131286,-33.34325,-2.9687586,-0.004681990932444945,-0.0027362519136302963,-29.513044,-32.53447,7388.370525303171,7605.907656541512,0.012990118,0.0066314256,26.023168884031524,26.608389708877905
neocor,[''],"['call', 'croaks and other calls while mating']",neocor/XC871013.ogg,XC,5.0,https://xeno-canto.org/871013,30.5369,-91.7529,Nannopterum brasilianum,Neotropic Cormorant,Valerie Heemstra,cc-by-nc-sa 4.0,Aves,0.02484949,0.0021797982,3226.045344102579,1783.703599234632,1199.6788042771802,4364.529381388439,-13.349499,-32.225727,-9.24564,8.634846,-22.662464,-7.475577,-0.006082553533956594,-0.0019450588937752946,-1.63471,-14.570525,2485.893162708905,8162.270600872166,0.0035354958,0.18117477,19.128415653699108,18.463593170868812
amekes,[''],[''],amekes/iNat27402.ogg,iNat,0.0,https://static.inaturalist.org/sounds/27402.wav,19.922,-75.1296,Falco sparverius,American Kestrel,Wayne Fidler,cc-by-nc 4.0,Aves,0.00383228,0.0005015299,575.0558232255423,1539.1826031796609,1250.7465382937587,4206.147063158243,-9.681396,-20.658764,-12.889324,-2.7743027,-29.743044,-20.734463,-0.015577347496426485,-0.018479129669865983,-10.991981,-23.92906,2684.6603517386156,7439.624595814078,0.002430534,0.106115885,20.78108929771035,20.43881668928729
gretin1,[''],['subsong'],gretin1/XC648856.ogg,XC,5.0,https://xeno-canto.org/648856,2.0368,-73.8678,Tinamus major,Great Tinamou,Elvis Felipe Quintero,cc-by-nc-sa 4.0,Aves,0.0039727883,0.005200157,3459.6831889782884,4340.675806243284,6405.852732911979,7219.577610214109,-7.716723,-7.993626,-19.703865,-9.379824,-25.049494,-5.1072316,0.004344262206000838,0.011870739985135444,-17.952847,-30.948677,8836.137894981413,9035.107893819702,0.04496622,0.019731028,21.811567539355757,21.836950669740492
compau,[''],['song'],compau/XC113775.ogg,XC,4.0,https://xeno-canto.org/113775,-20.8004,-42.8884,Nyctidromus albicollis,Common Pauraque,Noé Eiterer,cc-by-nc-sa 3.0,Aves,0.0059015355,0.0043010474,2503.4484089415064,2617.907673014501,3295.986622919499,4568.609497519837,-4.945142,-9.496239,-35.216755,-13.923655,-31.407633,-10.184645,-0.006872219587994105,-0.017717434178114524,-21.00567,-30.701801,5377.9150031099,7670.299377300967,0.043708503,0.06613272,20.909218052604142,21.17261509235509
solsan,['pavpig2'],['flight call'],solsan/XC436531.ogg,XC,4.5,https://xeno-canto.org/436531,-4.2889,-70.2948,Tringa solitaria,Solitary Sandpiper,Jerome Fischer,cc-by-nc-sa 4.0,Aves,0.005592995,0.0072866045,5107.148356857292,5646.829448843056,5209.19765644459,5966.4157717445105,-4.173237,-1.7493309,-46.076565,-23.780573,-49.111862,-23.495308,-0.01868748023314822,-0.014840834400201624,-31.443865,-32.605442,6924.2706298828125,7293.685017461362,0.029694317,0.017571853,24.42191552518813,24.874528492133734
savhaw1,[''],['alarm call'],savhaw1/XC418896.ogg,XC,0.0,https://xeno-canto.org/418896,-21.0944,-52.4465,Buteogallus meridionalis,Savanna Hawk,Fernando Igor de Godoy,cc-by-nc-sa 4.0,Aves,0.001820055,0.00042263477,4801.906249428834,6646.659833583237,3976.8653394604635,6641.571569866179,-5.4435863,-22.797709,-2.5744355,7.876303,-19.294304,-6.2534165,0.010090893820601866,0.007336152031196727,-21.390179,-34.389492,7835.061611218399,9638.22542683462,0.112799786,0.16199815,20.07430780172641,19.739275332031674
socfly1,[''],[''],socfly1/iNat212661.ogg,iNat,0.0,https://static.inaturalist.org/sounds/212661.wav,18.8713,-97.023,Myiozetetes similis,Social Flycatcher,Esmeralda,cc-by-nc 4.0,Aves,0.010906671,0.0070027593,1016.7443310023679,1221.093558356064,2247.746098288107,4055.948338073403,-6.201883,-7.5882835,-34.725872,-9.850196,-38.470516,-15.779232,0.016809031375075143,0.015124744508566554,-14.123684,-26.601376,4086.7878107734805,6729.1259765625,0.022261206,0.13868132,21.02202192640576,20.941141396324443
trsowl,[''],['song'],trsowl/XC748981.ogg,XC,4.0,https://xeno-canto.org/748981,-21.4748,-44.6372,Megascops choliba,Tropical Screech-Owl,Ricardo José Mitidieri,cc-by-nc-sa 4.0,Aves,0.0075330646,0.0016437244,279.67454055466686,3235.3500496031656,2552.4970471327174,4963.600659691352,-5.2595563,-19.402973,8.907477,24.483604,8.487288,21.304535,0.011332426728921291,0.012906521783763822,-20.468565,-32.40366,5492.087302919966,8341.651097638574,0.053924926,0.2219769,20.562110736709013,20.541619776803756
saffin,[''],[''],saffin/iNat348668.ogg,iNat,0.0,https://static.inaturalist.org/sounds/348668.mp3,-22.3245,-43.1842,Sicalis flaveola,Saffron Finch,Pedro Henrique Maloso Ramos,cc-by 4.0,Aves,0.0020040493,0.0013286844,2585.613244252231,4042.20609454109,3011.861969510195,5616.236687608348,-8.795086,-7.872287,-30.409801,-7.070657,-43.558823,-21.65368,-0.0005982429209971369,-0.005647006977325534,-13.801373,-26.73532,6285.016602736253,8559.344717172477,0.028701652,0.2168743,19.2726513678593,18.858043385004674
tropar,['trokin'],['song'],tropar/XC259443.ogg,XC,4.5,https://xeno-canto.org/259443,-0.051,-78.778,Setophaga pitiayumi,Tropical Parula,John V. Moore,cc-by-nc-sa 4.0,Aves,0.013356711,0.020167494,2854.7914879324376,4619.7747607736455,4679.924996668074,5994.285239040337,-4.029044,-0.18024193,-35.790234,-10.441331,-35.848984,-10.357804,-0.0007072019531409318,0.0012161028465196982,-26.743814,-30.927923,7471.697189147214,8471.239940229669,0.07398735,0.15166041,22.32146636960748,22.51682475920954
labter1,[''],['flight call'],labter1/XC708670.ogg,XC,5.0,https://xeno-canto.org/708670,-19.727,-50.1938,Phaetusa simplex,Large-billed Tern,Fernando Igor de Godoy,cc-by-nc-sa 4.0,Aves,0.0028416116,0.0029051644,2159.45678707767,4418.81771959651,3601.3442650893758,5351.56026966907,-2.3761294,-1.5579302,-23.4851,-14.447628,-39.113396,-16.237442,-0.003997451632141784,-0.003452071077393374,-35.725727,-35.57084,6206.067354210251,8059.589619018044,0.047853686,0.09155047,24.034899832721567,24.267484783596906
bugtan,['trokin'],['call'],bugtan/XC529586.ogg,XC,2.5,https://xeno-canto.org/529586,-3.2928,-70.1456,Thraupis episcopus,Blue-gray Tanager,Mauricio Álvarez-Rebolledo (Colección de Sonidos Ambientales - Instituto Humboldt),cc-by-nc-sa 4.0,Aves,0.0005700873,0.00045564582,1775.4414261622612,3445.6330344476773,3376.310868237861,5485.481591000637,-3.7084517,-2.1675029,-13.079197,-8.997975,-31.433355,-24.853086,-0.0094175026412402,-0.004801715029850415,-25.845825,-38.13299,6310.429889869487,8534.94020759996,0.07751476,0.16474073,20.659221605192492,20.54362952958275
bkmtou1,[''],[''],bkmtou1/iNat27607.ogg,iNat,0.0,https://static.inaturalist.org/sounds/27607.mp3,10.2664,-84.1099,Ramphastos ambiguus,Yellow-throated Toucan,Manuel Vargas,cc-0 4.0,Aves,0.004478486,0.0021227873,851.9023436714502,1513.4804441777123,1907.7837324330148,3565.6046991216226,-4.8163614,-10.848454,-21.083996,-15.519396,-40.71267,-22.776468,-0.03829025683380217,-0.044042225154486386,-17.276281,-30.192904,3341.6015625,5988.506208147322,0.0019246072,0.049765844,24.05894682121866,24.0349016660385
cargra1,[''],"['call', 'song']",cargra1/XC754054.ogg,XC,5.0,https://xeno-canto.org/754054,4.6381,-75.4864,Quiscalus lugubris,Carib Grackle,Patricio Mena Valenzuela,cc-by-nc-sa 4.0,Aves,0.011109375,0.013331215,1648.0895375463479,2173.383120711405,3179.01197317869,5027.1757549572085,-2.979481,-0.08151725,-46.311317,-22.504528,-53.524216,-31.758318,0.003166357788289415,0.001489058002345898,-12.801763,-25.631586,5676.339330082446,8076.529241241185,0.04159071,0.18034156,20.236430197730705,20.165172348579315
rtlhum,[''],[''],rtlhum/iNat1099629.ogg,iNat,0.0,https://static.inaturalist.org/sounds/1099629.mp3,17.0903,-89.1417,Amazilia tzacatl,Rufous-tailed Hummingbird,Ragupathy Kannan,cc-by-nc 4.0,Aves,0.006824634,0.0077046957,2547.182530720511,3097.213582088483,4352.7800820825905,5239.243497704254,-9.174664,-7.6191177,-14.913759,-2.9635506,-16.355766,-4.904845,-0.003854129099897048,0.0007849528030608011,-24.572874,-31.798553,6379.300849382267,7541.855355196221,0.0434366,0.03527448,21.10977624965452,21.438146541334152
whtdov,"['blbwre1', 'cocwoo1']",['song'],whtdov/XC533996.ogg,XC,0.0,https://xeno-canto.org/533996,4.351,-74.652,Leptotila verreauxi,White-tipped Dove,Jerome Fischer,cc-by-nc-sa 4.0,Aves,0.006422818,0.0034501164,2654.1982508742844,3235.7211816897257,3531.883118260007,4973.835852756573,-4.1587358,-13.671696,7.8562336,11.110116,-7.7962112,-3.2986135,0.010527812712876242,0.015966112312491235,-17.729015,-30.51623,5663.8432141245485,7206.848805561823,0.0342558,0.044093847,22.86036020530185,22.689622180543072
tropar,[''],['song'],tropar/XC676648.ogg,XC,4.0,https://xeno-canto.org/676648,-0.6713,-77.5994,Setophaga pitiayumi,Tropical Parula,Pritam Baruah,cc-by-nc-sa 4.0,Aves,0.003327453,0.0043698135,5716.389158818058,6780.818062325933,4970.5907792472935,6735.1831355223285,-8.404571,-5.7222056,-23.918303,-6.4321012,-33.960476,-7.554934,0.0008547407933522266,0.005396891501059232,-16.224958,-29.134264,8834.950145776722,9479.637256567028,0.13522218,0.09167874,18.310173996933113,18.372885362925796
rosspo1,[''],"['call', 'call on ground']",rosspo1/XC47067.ogg,XC,3.0,https://xeno-canto.org/47067,-36.4001,-56.9167,Platalea ajaja,Roseate Spoonbill,Niels Krabbe,cc-by-nc-sa 3.0,Aves,0.003749783,0.0008207442,169.03856170893653,2001.4187855611717,2051.888536067058,4860.161270028467,-12.269602,-25.024977,-20.266218,3.628821,-34.576572,-5.4176445,-0.0004622559862254585,-0.001014497099657855,-14.38389,-27.162142,4853.765955105634,8236.686905206006,0.014610712,0.27585015,20.1342134767356,19.696216978684465
grekis,[''],[''],grekis/iNat527126.ogg,iNat,0.0,https://static.inaturalist.org/sounds/527126.mp3,-30.386,-58.7512,Pitangus sulphuratus,Great Kiskadee,Teresita,cc-by-nc 4.0,Aves,0.0013651735,0.0009990833,799.4813629148097,1645.1935958600084,2119.6334718266057,4167.638587762196,-2.3220875,-2.8808112,-31.879704,-19.010477,-49.527317,-25.970928,-0.0083146692121408,-0.004144586537837796,-21.846077,-34.513348,4077.7704989748304,7195.473014175622,0.013020411,0.15130198,20.843696766456542,20.716536557802474
whtdov,[''],['song'],whtdov/XC703721.ogg,XC,3.0,https://xeno-canto.org/703721,-18.1352,-64.8296,Leptotila verreauxi,White-tipped Dove,Richard E. Webster,cc-by-nc-sa 4.0,Aves,0.0010604551,0.00069177465,1903.1811608261135,3071.9228392658015,2925.194477561515,4282.726166758087,-5.3625145,-8.345043,-12.996436,0.7370675,-29.577524,-15.858284,0.01896969415615609,0.016247703227958946,-29.452837,-38.855515,4735.334316767435,5936.749557207618,0.016522976,0.04694503,21.883607833202234,21.945498966550094
yehcar1,[''],['call'],yehcar1/XC328925.ogg,XC,0.0,https://xeno-canto.org/328925,-22.8588,-44.4714,Milvago chimachima,Yellow-headed Caracara,Ricardo José Mitidieri,cc-by-nc-sa 4.0,Aves,0.0050390074,0.0062956964,2065.3975577959745,2455.689253164663,3291.105669308034,5272.42960674764,-1.2135203,1.9990194,-30.695448,-19.646915,-48.768784,-23.68785,0.011042520938971475,0.014731608290958466,-18.602623,-31.323305,5685.338316572474,8241.031727892287,0.02320354,0.11463204,21.223694613276518,20.916583964746593
saffin,[''],[''],saffin/iNat336124.ogg,iNat,0.0,https://static.inaturalist.org/sounds/336124.wav,-35.5105,-62.9775,Sicalis flaveola,Saffron Finch,Lauu,cc-by 4.0,Aves,0.00045990464,0.00058702636,3163.851098643921,3884.5340438334,4169.693338423083,5481.055466226636,-5.5395966,-2.1769621,-36.421696,-14.553152,-43.23475,-19.370075,0.0015610483009981199,0.003089923554204521,-27.156464,-39.998093,6477.463294719828,7493.766837284483,0.03596804,0.056043103,21.891339739438315,21.52880916508022
gycwor1,[''],[''],gycwor1/iNat1209650.ogg,iNat,0.0,https://static.inaturalist.org/sounds/1209650.m4a,-34.8881,-54.7863,Aramides cajaneus,Gray-cowled Wood-Rail,Andrés Fernández,cc-by-nc 4.0,Aves,0.001867571,0.00047283617,709.0139813728464,1175.7754401315278,1270.7550513698434,2910.0840984632446,-10.709337,-20.906796,-16.185848,-0.4240598,-34.32504,-11.544027,-0.007964671212637718,-0.005185161230178004,-14.155527,-27.039108,2308.114765923889,5233.113343326957,0.0030282899,0.047673404,21.559542318752147,21.27312770795121
paltan1,[''],['call'],paltan1/XC537310.ogg,XC,5.0,https://xeno-canto.org/537310,-22.9048,-43.1028,Thraupis palmarum,Palm Tanager,Ricardo José Mitidieri,cc-by-nc-sa 4.0,Aves,0.0032617187,0.0018480736,536.6050730231988,2254.699154772497,2205.2428242449264,4606.983599823507,-6.67774,-3.6357095,-14.505806,-7.0923753,-46.851143,-30.695698,0.002471936028731987,-0.0013979394288612427,-13.014418,-25.786253,4828.666361824411,7333.357363841573,0.011802636,0.16582742,20.824705469915774,20.68795383612283
grekis,[''],['call'],grekis/XC147340.ogg,XC,4.0,https://xeno-canto.org/147340,26.5151,-99.1156,Pitangus sulphuratus,Great Kiskadee,Paul Marvin,cc-by-nc-sa 3.0,Aves,0.00063887786,0.0006392097,1171.5824390570695,2733.3202475849503,3298.4619093311903,4576.721674516901,-2.673563,-1.6312757,-48.256184,-21.073547,-51.722446,-25.751694,-0.011957679135572458,-0.012592715026685417,-38.18643,-38.850628,5223.67708800269,7466.5719954693905,0.042378087,0.08834233,24.076484659085732,24.305451090158485
littin1,[''],['song'],littin1/XC391416.ogg,XC,5.0,https://xeno-canto.org/391416,-16.0645,-62.059,Crypturellus soui,Little Tinamou,Jacob Wijpkema,cc-by-nc-sa 4.0,Aves,0.013952999,0.0074362634,1706.1678721872238,3312.2496893704442,2741.0540357198533,5027.321367264802,-4.467137,-9.420523,-4.655308,10.525457,-4.4502115,10.622487,0.020858071259432762,0.0339516969240326,-11.571245,-24.508875,5884.786527712187,7713.313424655582,0.019406075,0.15364467,20.308309191455628,19.936087844733393
bobfly1,[''],['dawn song'],bobfly1/XC797570.ogg,XC,5.0,https://xeno-canto.org/797570,17.1011,-89.0494,Megarynchus pitangua,Boat-billed Flycatcher,Paul Driver,cc-by-nc-sa 4.0,Aves,0.01563449,0.010675356,3338.6670736905876,3354.0331087519803,3057.0172553526877,4227.244112759723,-7.167008,-9.316087,-6.6066365,-4.6180983,-26.985966,-12.6498165,-0.003908310772944997,0.006707114398325016,-10.416944,-23.399767,4441.008212373781,5467.1243226627785,0.0036233123,0.0091100065,23.168643091600305,22.748307477290794
roahaw,[''],['call'],roahaw/XC690454.ogg,XC,3.0,https://xeno-canto.org/690454,-4.5715,-79.1366,Rupornis magnirostris,Roadside Hawk,Charlie Vogt,cc-by-nc-sa 4.0,Aves,0.013108155,0.005527544,1499.2840271122686,2236.381132586639,2903.499066838384,4540.061210936465,-5.301156,-9.909841,-9.581905,0.45270976,-25.565977,-16.236223,-0.004032084209515278,-0.007130704647764595,-15.770456,-27.456701,5275.9824258167255,7255.977836170062,0.04641225,0.11430271,20.9342538834007,20.838558048065707
